<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.02.05	11:28:45	13.2175	13.2176	13.2175	13.2176	2	0	200
2025.02.05	11:28:46	13.2177	13.2179	13.2177	13.2178	3	0	199
2025.02.05	11:28:47	13.2180	13.2186	13.2180	13.2186	4	0	199
2025.02.05	11:28:48	13.2187	13.2203	13.2187	13.2203	7	0	199
2025.02.05	11:28:49	13.2204	13.2204	13.2203	13.2203	2	0	199
2025.02.05	11:28:50	13.2204	13.2204	13.2204	13.2204	1	0	199
2025.02.05	11:28:52	13.2196	13.2201	13.2196	13.2201	3	0	199
2025.02.05	11:28:53	13.2202	13.2202	13.2202	13.2202	1	0	199
2025.02.05	11:28:54	13.2203	13.2208	13.2203	13.2208	3	0	199
2025.02.05	11:28:55	13.2209	13.2209	13.2206	13.2206	4	0	199
2025.02.05	11:28:56	13.2203	13.2203	13.2190	13.2190	3	0	199
2025.02.05	11:28:57	13.2191	13.2191	13.2188	13.2188	3	0	200
2025.02.05	11:28:58	13.2187	13.2192	13.2187	13.2191	3	0	199
2025.02.05	11:28:59	13.2192	13.2198	13.2192	13.2198	2	0	199
2025.02.05	11:29:00	13.2203	13.2205	13.2203	13.2205	3	0	199
2025.02.05	11:29:03	13.2206	13.2206	13.2206	13.2206	1	0	200
2025.02.05	11:29:04	13.2205	13.2205	13.2205	13.2205	1	0	200
2025.02.05	11:29:06	13.2202	13.2208	13.2202	13.2208	2	0	199
2025.02.05	11:29:07	13.2207	13.2207	13.2169	13.2176	7	0	199
2025.02.05	11:29:08	13.2178	13.2178	13.2177	13.2177	2	0	199
2025.02.05	11:29:09	13.2180	13.2195	13.2180	13.2195	4	0	199
2025.02.05	11:29:12	13.2199	13.2201	13.2177	13.2177	4	0	199
2025.02.05	11:29:13	13.2179	13.2180	13.2179	13.2179	5	0	199
2025.02.05	11:29:14	13.2180	13.2181	13.2180	13.2181	2	0	199
2025.02.05	11:29:19	13.2179	13.2180	13.2179	13.2180	2	0	199
2025.02.05	11:29:21	13.2184	13.2184	13.2182	13.2182	2	0	199
2025.02.05	11:29:22	13.2183	13.2184	13.2183	13.2184	2	0	200
2025.02.05	11:29:23	13.2183	13.2185	13.2183	13.2185	2	0	200
2025.02.05	11:29:24	13.2186	13.2186	13.2185	13.2185	2	0	199
2025.02.05	11:29:26	13.2186	13.2186	13.2185	13.2185	2	0	199
2025.02.05	11:29:28	13.2183	13.2183	13.2181	13.2183	3	0	200
2025.02.05	11:29:29	13.2184	13.2184	13.2183	13.2183	2	0	199
2025.02.05	11:29:32	13.2184	13.2184	13.2184	13.2184	1	0	199
2025.02.05	11:29:34	13.2183	13.2183	13.2183	13.2183	1	0	200
2025.02.05	11:29:37	13.2184	13.2184	13.2183	13.2183	2	0	199
2025.02.05	11:29:38	13.2182	13.2185	13.2182	13.2185	3	0	200
2025.02.05	11:29:46	13.2186	13.2186	13.2186	13.2186	1	0	199
2025.02.05	11:29:49	13.2185	13.2186	13.2185	13.2186	2	0	199
2025.02.05	11:29:50	13.2187	13.2188	13.2187	13.2188	2	0	199
2025.02.05	11:29:55	13.2189	13.2189	13.2189	13.2189	1	0	199
2025.02.05	11:29:56	13.2188	13.2188	13.2188	13.2188	1	0	199
2025.02.05	11:30:00	13.2187	13.2187	13.2171	13.2171	4	0	199
2025.02.05	11:30:01	13.2170	13.2170	13.2167	13.2167	3	0	199
2025.02.05	11:30:04	13.2166	13.2166	13.2165	13.2165	2	0	199
2025.02.05	11:30:05	13.2172	13.2175	13.2169	13.2175	4	0	199
2025.02.05	11:30:06	13.2176	13.2176	13.2176	13.2176	1	0	200
2025.02.05	11:30:07	13.2177	13.2177	13.2159	13.2161	9	0	199
2025.02.05	11:30:08	13.2159	13.2163	13.2124	13.2136	9	0	200
2025.02.05	11:30:09	13.2132	13.2132	13.2124	13.2130	4	0	199
2025.02.05	11:30:10	13.2129	13.2135	13.2129	13.2135	3	0	200
2025.02.05	11:30:11	13.2134	13.2134	13.2134	13.2134	1	0	199
2025.02.05	11:30:12	13.2135	13.2140	13.2134	13.2140	4	0	199
2025.02.05	11:30:13	13.2138	13.2140	13.2137	13.2138	5	0	200
2025.02.05	11:30:14	13.2139	13.2185	13.2139	13.2180	5	0	199
2025.02.05	11:30:15	13.2177	13.2179	13.2162	13.2162	7	0	199
2025.02.05	11:30:16	13.2163	13.2164	13.2144	13.2146	7	0	199
2025.02.05	11:30:17	13.2145	13.2146	13.2145	13.2145	3	0	200
2025.02.05	11:30:18	13.2141	13.2141	13.2115	13.2115	5	0	199
2025.02.05	11:30:19	13.2117	13.2117	13.2095	13.2095	5	0	199
2025.02.05	11:30:22	13.2098	13.2117	13.2093	13.2117	6	0	200
2025.02.05	11:30:23	13.2116	13.2132	13.2116	13.2117	5	0	199
2025.02.05	11:30:25	13.2102	13.2119	13.2102	13.2119	5	0	199
2025.02.05	11:30:26	13.2118	13.2118	13.2117	13.2118	3	0	199
2025.02.05	11:30:27	13.2119	13.2121	13.2095	13.2096	4	0	199
2025.02.05	11:30:28	13.2102	13.2103	13.2096	13.2102	8	0	199
2025.02.05	11:30:29	13.2100	13.2100	13.2085	13.2090	6	0	199
2025.02.05	11:30:30	13.2091	13.2100	13.2091	13.2098	7	0	200
2025.02.05	11:30:31	13.2100	13.2100	13.2099	13.2099	2	0	199
2025.02.05	11:30:32	13.2090	13.2096	13.2084	13.2092	6	0	199
2025.02.05	11:30:33	13.2091	13.2091	13.2077	13.2087	5	0	200
2025.02.05	11:30:34	13.2088	13.2091	13.2079	13.2087	6	0	199
2025.02.05	11:30:35	13.2090	13.2090	13.2078	13.2087	4	0	199
2025.02.05	11:30:37	13.2088	13.2089	13.2088	13.2088	3	0	199
2025.02.05	11:30:38	13.2087	13.2087	13.2060	13.2060	9	0	199
2025.02.05	11:30:39	13.2064	13.2068	13.2059	13.2059	8	0	199
2025.02.05	11:30:40	13.2055	13.2055	13.2054	13.2054	2	0	199
2025.02.05	11:30:42	13.2062	13.2076	13.2062	13.2064	8	0	199
2025.02.05	11:30:43	13.2066	13.2068	13.2066	13.2066	4	0	199
2025.02.05	11:30:44	13.2061	13.2061	13.2061	13.2061	1	0	200
2025.02.05	11:30:45	13.2060	13.2066	13.2058	13.2066	4	0	200
2025.02.05	11:30:46	13.2071	13.2073	13.2068	13.2068	6	0	199
2025.02.05	11:30:47	13.2066	13.2066	13.2063	13.2064	6	0	199
2025.02.05	11:30:48	13.2065	13.2065	13.2064	13.2064	2	0	199
2025.02.05	11:30:50	13.2065	13.2077	13.2065	13.2077	5	0	199
2025.02.05	11:30:51	13.2078	13.2084	13.2077	13.2084	5	0	199
2025.02.05	11:30:52	13.2082	13.2084	13.2082	13.2084	2	0	199
2025.02.05	11:30:53	13.2076	13.2076	13.2074	13.2074	3	0	200
2025.02.05	11:30:54	13.2075	13.2075	13.2053	13.2073	5	0	199
2025.02.05	11:30:55	13.2072	13.2074	13.2072	13.2074	2	0	199
2025.02.05	11:30:58	13.2073	13.2073	13.2070	13.2070	2	0	199
2025.02.05	11:31:00	13.2069	13.2069	13.2069	13.2069	1	0	200
2025.02.05	11:31:01	13.2056	13.2062	13.2042	13.2042	5	0	199
2025.02.05	11:31:02	13.2041	13.2048	13.2041	13.2047	4	0	199
2025.02.05	11:31:03	13.2048	13.2048	13.2046	13.2046	2	0	199
2025.02.05	11:31:04	13.2057	13.2058	13.2057	13.2058	2	0	199
2025.02.05	11:31:07	13.2059	13.2059	13.2059	13.2059	1	0	199
2025.02.05	11:31:09	13.2058	13.2058	13.2058	13.2058	1	0	199
2025.02.05	11:31:10	13.2057	13.2057	13.2050	13.2050	5	0	199
2025.02.05	11:31:11	13.2055	13.2062	13.2051	13.2051	7	0	199
2025.02.05	11:31:13	13.2048	13.2049	13.2039	13.2039	4	0	199
2025.02.05	11:31:14	13.2034	13.2041	13.2032	13.2038	6	0	199
2025.02.05	11:31:15	13.2039	13.2040	13.2039	13.2040	2	0	199
2025.02.05	11:31:16	13.2038	13.2040	13.2038	13.2040	2	0	200
2025.02.05	11:31:17	13.2038	13.2040	13.2038	13.2040	2	0	200
2025.02.05	11:31:18	13.2038	13.2043	13.2038	13.2042	3	0	200
2025.02.05	11:31:19	13.2040	13.2040	13.2038	13.2038	2	0	199
2025.02.05	11:31:20	13.2039	13.2066	13.2039	13.2066	3	0	199
2025.02.05	11:31:21	13.2071	13.2071	13.2067	13.2067	2	0	199
2025.02.05	11:31:22	13.2066	13.2069	13.2066	13.2069	2	0	199
2025.02.05	11:31:23	13.2067	13.2067	13.2060	13.2060	3	0	199
2025.02.05	11:31:24	13.2061	13.2061	13.2061	13.2061	1	0	200
2025.02.05	11:31:25	13.2063	13.2063	13.2060	13.2062	3	0	199
2025.02.05	11:31:26	13.2067	13.2072	13.2063	13.2072	7	0	199
2025.02.05	11:31:27	13.2071	13.2072	13.2071	13.2071	3	0	199
2025.02.05	11:31:28	13.2072	13.2073	13.2072	13.2073	2	0	199
2025.02.05	11:31:29	13.2076	13.2076	13.2073	13.2076	3	0	200
2025.02.05	11:31:31	13.2075	13.2076	13.2049	13.2049	5	0	199
2025.02.05	11:31:32	13.2047	13.2049	13.2047	13.2049	2	0	199
2025.02.05	11:31:35	13.2048	13.2048	13.2048	13.2048	1	0	199
2025.02.05	11:31:36	13.2045	13.2045	13.2042	13.2042	2	0	200
2025.02.05	11:31:37	13.2041	13.2042	13.2041	13.2042	2	0	199
2025.02.05	11:31:38	13.2043	13.2043	13.2043	13.2043	1	0	199
2025.02.05	11:31:40	13.2045	13.2049	13.2045	13.2049	2	0	200
2025.02.05	11:31:41	13.2050	13.2052	13.2049	13.2052	4	0	199
2025.02.05	11:31:42	13.2053	13.2054	13.2053	13.2054	2	0	200
2025.02.05	11:31:43	13.2053	13.2054	13.2053	13.2054	2	0	200
2025.02.05	11:31:44	13.2053	13.2053	13.2053	13.2053	1	0	200
2025.02.05	11:31:45	13.2047	13.2047	13.2047	13.2047	1	0	199
2025.02.05	11:31:46	13.2048	13.2048	13.2048	13.2048	1	0	199
2025.02.05	11:31:47	13.2051	13.2063	13.2051	13.2062	6	0	199
2025.02.05	11:31:48	13.2063	13.2063	13.2062	13.2062	4	0	199
2025.02.05	11:31:50	13.2063	13.2063	13.2062	13.2062	2	0	199
2025.02.05	11:31:51	13.2063	13.2063	13.2063	13.2063	1	0	199
2025.02.05	11:31:54	13.2062	13.2063	13.2062	13.2063	2	0	199
2025.02.05	11:31:55	13.2068	13.2069	13.2068	13.2069	2	0	200
2025.02.05	11:31:56	13.2070	13.2070	13.2069	13.2069	2	0	199
2025.02.05	11:32:00	13.2065	13.2069	13.2065	13.2067	5	0	199
2025.02.05	11:32:01	13.2065	13.2065	13.2057	13.2058	6	0	199
2025.02.05	11:32:03	13.2059	13.2063	13.2059	13.2063	2	0	199
2025.02.05	11:32:05	13.2051	13.2060	13.2051	13.2060	3	0	199
2025.02.05	11:32:06	13.2061	13.2067	13.2061	13.2067	3	0	200
2025.02.05	11:32:07	13.2069	13.2069	13.2061	13.2061	2	0	200
2025.02.05	11:32:08	13.2067	13.2070	13.2067	13.2070	2	0	199
2025.02.05	11:32:12	13.2069	13.2069	13.2069	13.2069	1	0	200
2025.02.05	11:32:13	13.2070	13.2070	13.2069	13.2070	3	0	199
2025.02.05	11:32:17	13.2072	13.2072	13.2072	13.2072	1	0	199
2025.02.05	11:32:21	13.2070	13.2072	13.2070	13.2072	2	0	199
2025.02.05	11:32:32	13.2069	13.2069	13.2060	13.2063	4	0	200
2025.02.05	11:32:33	13.2064	13.2066	13.2062	13.2063	8	0	199
2025.02.05	11:32:35	13.2064	13.2065	13.2064	13.2065	2	0	199
2025.02.05	11:32:36	13.2069	13.2069	13.2069	13.2069	1	0	200
2025.02.05	11:32:37	13.2066	13.2072	13.2066	13.2072	3	0	199
2025.02.05	11:32:38	13.2071	13.2072	13.2071	13.2072	2	0	199
2025.02.05	11:32:41	13.2071	13.2072	13.2071	13.2072	2	0	199
2025.02.05	11:32:42	13.2070	13.2073	13.2066	13.2073	5	0	199
2025.02.05	11:32:46	13.2072	13.2073	13.2071	13.2072	4	0	199
2025.02.05	11:32:47	13.2073	13.2073	13.2072	13.2073	3	0	199
2025.02.05	11:32:48	13.2072	13.2073	13.2071	13.2073	3	0	199
2025.02.05	11:32:51	13.2072	13.2072	13.2071	13.2071	2	0	199
2025.02.05	11:32:52	13.2072	13.2073	13.2072	13.2072	5	0	199
2025.02.05	11:32:55	13.2073	13.2073	13.2073	13.2073	1	0	199
2025.02.05	11:32:58	13.2072	13.2072	13.2072	13.2072	1	0	199
2025.02.05	11:32:59	13.2071	13.2072	13.2070	13.2072	6	0	199
2025.02.05	11:33:01	13.2070	13.2072	13.2070	13.2070	3	0	199
2025.02.05	11:33:02	13.2060	13.2062	13.2060	13.2062	4	0	200
2025.02.05	11:33:07	13.2063	13.2068	13.2061	13.2061	4	0	199
2025.02.05	11:33:08	13.2062	13.2063	13.2062	13.2063	2	0	199
2025.02.05	11:33:09	13.2061	13.2070	13.2061	13.2068	5	0	200
2025.02.05	11:33:10	13.2070	13.2070	13.2064	13.2064	3	0	199
2025.02.05	11:33:11	13.2066	13.2067	13.2065	13.2065	4	0	199
2025.02.05	11:33:12	13.2067	13.2067	13.2056	13.2065	5	0	199
2025.02.05	11:33:13	13.2066	13.2068	13.2066	13.2067	6	0	199
2025.02.05	11:33:14	13.2069	13.2080	13.2069	13.2080	2	0	200
2025.02.05	11:33:15	13.2081	13.2081	13.2080	13.2080	2	0	199
2025.02.05	11:33:16	13.2082	13.2092	13.2081	13.2092	4	0	199
2025.02.05	11:33:17	13.2094	13.2122	13.2094	13.2122	5	0	199
2025.02.05	11:33:18	13.2123	13.2123	13.2120	13.2122	5	0	199
2025.02.05	11:33:19	13.2123	13.2123	13.2123	13.2123	1	0	199
2025.02.05	11:33:20	13.2117	13.2120	13.2117	13.2120	3	0	199
2025.02.05	11:33:21	13.2119	13.2119	13.2098	13.2110	3	0	199
2025.02.05	11:33:22	13.2109	13.2110	13.2109	13.2110	2	0	199
2025.02.05	11:33:23	13.2112	13.2120	13.2112	13.2120	2	0	199
2025.02.05	11:33:24	13.2121	13.2122	13.2121	13.2122	2	0	200
2025.02.05	11:33:25	13.2124	13.2124	13.2124	13.2124	1	0	199
2025.02.05	11:33:27	13.2125	13.2129	13.2125	13.2129	3	0	199
2025.02.05	11:33:28	13.2128	13.2131	13.2128	13.2131	5	0	199
2025.02.05	11:33:29	13.2130	13.2130	13.2126	13.2126	2	0	200
2025.02.05	11:33:30	13.2127	13.2127	13.2127	13.2127	1	0	199
2025.02.05	11:33:39	13.2126	13.2126	13.2126	13.2126	1	0	199
2025.02.05	11:33:40	13.2127	13.2127	13.2127	13.2127	1	0	199
2025.02.05	11:33:43	13.2126	13.2126	13.2126	13.2126	1	0	199
2025.02.05	11:33:45	13.2113	13.2113	13.2068	13.2090	4	0	199
2025.02.05	11:33:46	13.2094	13.2095	13.2080	13.2095	8	0	199
2025.02.05	11:33:47	13.2094	13.2095	13.2081	13.2087	6	0	199
2025.02.05	11:33:48	13.2086	13.2086	13.2083	13.2084	3	0	199
2025.02.05	11:33:51	13.2085	13.2085	13.2085	13.2085	1	0	199
2025.02.05	11:33:52	13.2084	13.2084	13.2083	13.2084	3	0	200
2025.02.05	11:33:53	13.2086	13.2092	13.2086	13.2091	4	0	199
2025.02.05	11:33:54	13.2092	13.2092	13.2084	13.2086	5	0	200
2025.02.05	11:33:55	13.2088	13.2092	13.2085	13.2086	6	0	199
2025.02.05	11:33:56	13.2088	13.2095	13.2088	13.2093	3	0	199
2025.02.05	11:33:57	13.2086	13.2095	13.2086	13.2094	4	0	199
2025.02.05	11:33:58	13.2093	13.2098	13.2089	13.2089	7	0	199
2025.02.05	11:33:59	13.2094	13.2094	13.2091	13.2092	5	0	199
2025.02.05	11:34:00	13.2090	13.2090	13.2089	13.2089	2	0	199
2025.02.05	11:34:01	13.2091	13.2095	13.2088	13.2088	5	0	200
2025.02.05	11:34:02	13.2087	13.2097	13.2087	13.2095	8	0	199
2025.02.05	11:34:03	13.2094	13.2099	13.2094	13.2099	5	0	199
2025.02.05	11:34:04	13.2100	13.2101	13.2099	13.2099	4	0	199
2025.02.05	11:34:05	13.2082	13.2096	13.2082	13.2094	8	0	199
2025.02.05	11:34:06	13.2095	13.2095	13.2095	13.2095	1	0	199
2025.02.05	11:34:07	13.2097	13.2097	13.2097	13.2097	1	0	199
2025.02.05	11:34:08	13.2092	13.2095	13.2090	13.2090	5	0	200
2025.02.05	11:34:09	13.2094	13.2094	13.2094	13.2094	1	0	199
2025.02.05	11:34:11	13.2095	13.2096	13.2095	13.2096	2	0	199
2025.02.05	11:34:12	13.2095	13.2095	13.2094	13.2094	2	0	199
2025.02.05	11:34:14	13.2092	13.2094	13.2092	13.2094	2	0	200
2025.02.05	11:34:16	13.2095	13.2095	13.2095	13.2095	1	0	199
2025.02.05	11:34:17	13.2096	13.2097	13.2096	13.2097	2	0	199
2025.02.05	11:34:26	13.2098	13.2103	13.2098	13.2103	2	0	200
2025.02.05	11:34:27	13.2104	13.2104	13.2103	13.2104	3	0	199
2025.02.05	11:34:28	13.2100	13.2104	13.2100	13.2104	3	0	199
2025.02.05	11:34:31	13.2105	13.2108	13.2105	13.2108	2	0	199
2025.02.05	11:34:32	13.2110	13.2112	13.2110	13.2111	3	0	199
2025.02.05	11:34:33	13.2110	13.2125	13.2110	13.2123	5	0	199
2025.02.05	11:34:34	13.2124	13.2124	13.2123	13.2124	3	0	199
2025.02.05	11:34:37	13.2123	13.2123	13.2123	13.2123	1	0	199
2025.02.05	11:34:38	13.2124	13.2124	13.2124	13.2124	1	0	199
2025.02.05	11:34:39	13.2123	13.2124	13.2123	13.2124	4	0	199
2025.02.05	11:34:40	13.2123	13.2123	13.2123	13.2123	1	0	199
2025.02.05	11:34:41	13.2125	13.2131	13.2124	13.2131	3	0	199
2025.02.05	11:34:42	13.2175	13.2195	13.2175	13.2187	7	0	200
2025.02.05	11:34:43	13.2185	13.2185	13.2185	13.2185	1	0	199
2025.02.05	11:34:44	13.2178	13.2186	13.2170	13.2185	7	0	199
2025.02.05	11:34:46	13.2186	13.2186	13.2183	13.2184	3	0	199
2025.02.05	11:34:47	13.2183	13.2183	13.2145	13.2145	3	0	200
2025.02.05	11:34:48	13.2153	13.2155	13.2147	13.2155	4	0	200
2025.02.05	11:34:51	13.2151	13.2151	13.2151	13.2151	1	0	199
2025.02.05	11:34:55	13.2154	13.2154	13.2154	13.2154	1	0	199
2025.02.05	11:34:57	13.2146	13.2170	13.2141	13.2170	6	0	199
2025.02.05	11:34:58	13.2173	13.2180	13.2167	13.2167	7	0	199
2025.02.05	11:34:59	13.2180	13.2181	13.2180	13.2181	2	0	199
2025.02.05	11:35:00	13.2180	13.2181	13.2120	13.2120	7	0	199
2025.02.05	11:35:01	13.2119	13.2132	13.2108	13.2119	7	0	199
2025.02.05	11:35:02	13.2120	13.2121	13.2107	13.2107	6	0	199
2025.02.05	11:35:03	13.2108	13.2114	13.2093	13.2111	8	0	199
2025.02.05	11:35:04	13.2110	13.2113	13.2110	13.2113	6	0	199
2025.02.05	11:35:05	13.2114	13.2114	13.2101	13.2106	7	0	200
2025.02.05	11:35:06	13.2105	13.2105	13.2090	13.2093	9	0	199
2025.02.05	11:35:07	13.2096	13.2107	13.2096	13.2107	4	0	199
2025.02.05	11:35:08	13.2105	13.2105	13.2091	13.2096	5	0	199
2025.02.05	11:35:09	13.2095	13.2117	13.2095	13.2104	6	0	199
2025.02.05	11:35:10	13.2105	13.2131	13.2105	13.2131	3	0	199
2025.02.05	11:35:11	13.2144	13.2144	13.2110	13.2110	6	0	200
2025.02.05	11:35:12	13.2120	13.2127	13.2120	13.2127	5	0	199
2025.02.05	11:35:13	13.2128	13.2128	13.2118	13.2120	6	0	199
2025.02.05	11:35:14	13.2119	13.2119	13.2116	13.2116	3	0	199
2025.02.05	11:35:15	13.2115	13.2115	13.2110	13.2110	6	0	200
2025.02.05	11:35:16	13.2113	13.2117	13.2112	13.2117	4	0	199
2025.02.05	11:35:18	13.2119	13.2119	13.2119	13.2119	1	0	199
2025.02.05	11:35:20	13.2117	13.2119	13.2112	13.2112	4	0	199
2025.02.05	11:35:21	13.2108	13.2113	13.2097	13.2097	7	0	199
2025.02.05	11:35:22	13.2098	13.2106	13.2098	13.2106	8	0	200
2025.02.05	11:35:24	13.2105	13.2106	13.2098	13.2098	4	0	199
2025.02.05	11:35:25	13.2099	13.2100	13.2098	13.2100	4	0	200
2025.02.05	11:35:26	13.2098	13.2098	13.2098	13.2098	1	0	200
2025.02.05	11:35:27	13.2097	13.2097	13.2097	13.2097	1	0	199
2025.02.05	11:35:28	13.2096	13.2096	13.2083	13.2083	5	0	199
2025.02.05	11:35:29	13.2081	13.2082	13.2065	13.2065	5	0	199
2025.02.05	11:35:30	13.2060	13.2066	13.2060	13.2066	4	0	200
2025.02.05	11:35:31	13.2065	13.2066	13.2051	13.2054	6	0	199
2025.02.05	11:35:32	13.2053	13.2057	13.2050	13.2056	7	0	200
2025.02.05	11:35:33	13.2055	13.2055	13.2053	13.2053	3	0	199
2025.02.05	11:35:36	13.2052	13.2053	13.2052	13.2053	2	0	199
2025.02.05	11:35:37	13.2057	13.2057	13.2055	13.2055	2	0	199
2025.02.05	11:35:39	13.2050	13.2050	13.2050	13.2050	1	0	199
2025.02.05	11:35:40	13.2049	13.2049	13.2049	13.2049	1	0	199
2025.02.05	11:35:41	13.2050	13.2050	13.2048	13.2048	2	0	199
2025.02.05	11:35:43	13.2056	13.2072	13.2056	13.2072	2	0	199
2025.02.05	11:35:44	13.2070	13.2071	13.2070	13.2071	4	0	199
2025.02.05	11:35:45	13.2070	13.2072	13.2070	13.2071	3	0	199
2025.02.05	11:35:46	13.2072	13.2074	13.2072	13.2074	2	0	199
2025.02.05	11:35:48	13.2066	13.2071	13.2066	13.2071	3	0	199
2025.02.05	11:35:51	13.2072	13.2072	13.2071	13.2072	3	0	199
2025.02.05	11:35:54	13.2071	13.2072	13.2071	13.2072	2	0	199
2025.02.05	11:35:57	13.2073	13.2094	13.2073	13.2094	4	0	199
2025.02.05	11:35:59	13.2097	13.2104	13.2097	13.2104	2	0	199
2025.02.05	11:36:00	13.2109	13.2109	13.2091	13.2091	3	0	199
2025.02.05	11:36:01	13.2099	13.2101	13.2097	13.2101	5	0	200
2025.02.05	11:36:02	13.2102	13.2102	13.2101	13.2101	2	0	199
2025.02.05	11:36:03	13.2102	13.2106	13.2102	13.2102	4	0	199
2025.02.05	11:36:04	13.2103	13.2103	13.2077	13.2082	5	0	199
2025.02.05	11:36:06	13.2083	13.2083	13.2082	13.2082	2	0	200
2025.02.05	11:36:07	13.2083	13.2083	13.2083	13.2083	1	0	200
2025.02.05	11:36:08	13.2092	13.2092	13.2074	13.2081	4	0	200
2025.02.05	11:36:09	13.2076	13.2076	13.2076	13.2076	1	0	200
2025.02.05	11:36:10	13.2064	13.2072	13.2064	13.2071	4	0	199
2025.02.05	11:36:11	13.2073	13.2075	13.2073	13.2075	2	0	199
2025.02.05	11:36:16	13.2076	13.2079	13.2076	13.2079	2	0	200
2025.02.05	11:36:17	13.2113	13.2113	13.2112	13.2112	2	0	199
2025.02.05	11:36:18	13.2097	13.2097	13.2072	13.2073	3	0	199
2025.02.05	11:36:19	13.2072	13.2078	13.2072	13.2076	5	0	199
2025.02.05	11:36:20	13.2075	13.2075	13.2075	13.2075	1	0	199
2025.02.05	11:36:21	13.2076	13.2083	13.2076	13.2082	3	0	200
2025.02.05	11:36:22	13.2081	13.2081	13.2063	13.2064	4	0	199
2025.02.05	11:36:23	13.2069	13.2073	13.2069	13.2070	4	0	200
2025.02.05	11:36:24	13.2069	13.2070	13.2069	13.2069	3	0	200
2025.02.05	11:36:25	13.2068	13.2069	13.2057	13.2057	5	0	200
2025.02.05	11:36:26	13.2058	13.2058	13.2048	13.2048	4	0	199
2025.02.05	11:36:27	13.2050	13.2058	13.2050	13.2058	4	0	199
2025.02.05	11:36:28	13.2057	13.2061	13.2056	13.2061	3	0	199
2025.02.05	11:36:29	13.2060	13.2060	13.2059	13.2059	2	0	200
2025.02.05	11:36:30	13.2058	13.2058	13.2034	13.2042	5	0	199
2025.02.05	11:36:31	13.2040	13.2042	13.2038	13.2041	4	0	199
2025.02.05	11:36:33	13.2039	13.2039	13.2038	13.2039	3	0	199
2025.02.05	11:36:35	13.2040	13.2041	13.2040	13.2041	2	0	199
2025.02.05	11:36:36	13.2039	13.2040	13.2039	13.2039	3	0	199
2025.02.05	11:36:38	13.2052	13.2058	13.2052	13.2058	2	0	199
2025.02.05	11:36:39	13.2057	13.2057	13.2056	13.2056	2	0	199
2025.02.05	11:36:44	13.2053	13.2053	13.2031	13.2036	4	0	200
2025.02.05	11:36:45	13.2037	13.2050	13.2037	13.2048	5	0	200
2025.02.05	11:36:46	13.2054	13.2063	13.2054	13.2063	3	0	200
2025.02.05	11:36:47	13.2064	13.2064	13.2053	13.2055	5	0	199
2025.02.05	11:36:48	13.2053	13.2053	13.2048	13.2048	4	0	200
2025.02.05	11:36:49	13.2047	13.2047	13.2047	13.2047	1	0	199
2025.02.05	11:36:52	13.2050	13.2050	13.2050	13.2050	1	0	199
2025.02.05	11:36:55	13.2053	13.2054	13.2053	13.2053	3	0	200
2025.02.05	11:36:56	13.2052	13.2052	13.2049	13.2050	3	0	199
2025.02.05	11:36:58	13.2051	13.2053	13.2051	13.2053	2	0	199
2025.02.05	11:36:59	13.2052	13.2054	13.2052	13.2052	3	0	199
2025.02.05	11:37:00	13.2054	13.2056	13.2054	13.2056	2	0	200
2025.02.05	11:37:01	13.2055	13.2055	13.2055	13.2055	1	0	199
2025.02.05	11:37:03	13.2054	13.2054	13.2049	13.2052	4	0	200
2025.02.05	11:37:04	13.2051	13.2053	13.2050	13.2050	4	0	199
2025.02.05	11:37:07	13.2049	13.2049	13.2046	13.2047	3	0	199
2025.02.05	11:37:08	13.2048	13.2048	13.2040	13.2041	4	0	199
2025.02.05	11:37:17	13.2042	13.2042	13.2042	13.2042	1	0	199
2025.02.05	11:37:22	13.2043	13.2050	13.2043	13.2050	2	0	199
2025.02.05	11:37:23	13.2049	13.2049	13.2046	13.2046	2	0	199
2025.02.05	11:37:28	13.2045	13.2045	13.2044	13.2044	2	0	200
2025.02.05	11:37:29	13.2048	13.2048	13.2045	13.2046	3	0	199
2025.02.05	11:37:30	13.2047	13.2074	13.2047	13.2060	4	0	199
2025.02.05	11:37:32	13.2061	13.2108	13.2061	13.2097	4	0	200
2025.02.05	11:37:33	13.2101	13.2107	13.2085	13.2085	4	0	199
2025.02.05	11:37:34	13.2092	13.2110	13.2092	13.2108	4	0	200
2025.02.05	11:37:35	13.2110	13.2112	13.2110	13.2112	4	0	199
2025.02.05	11:37:36	13.2107	13.2107	13.2107	13.2107	1	0	200
2025.02.05	11:37:38	13.2108	13.2108	13.2108	13.2108	1	0	199
2025.02.05	11:37:39	13.2109	13.2109	13.2109	13.2109	1	0	199
2025.02.05	11:37:42	13.2110	13.2114	13.2110	13.2114	2	0	199
2025.02.05	11:37:43	13.2115	13.2119	13.2112	13.2118	7	0	200
2025.02.05	11:37:44	13.2116	13.2117	13.2109	13.2109	4	0	199
2025.02.05	11:37:45	13.2110	13.2110	13.2108	13.2109	3	0	199
2025.02.05	11:37:46	13.2110	13.2111	13.2110	13.2111	2	0	199
2025.02.05	11:37:47	13.2109	13.2109	13.2102	13.2103	3	0	199
2025.02.05	11:37:48	13.2104	13.2104	13.2070	13.2070	3	0	199
2025.02.05	11:37:49	13.2071	13.2076	13.2065	13.2076	3	0	199
